player,team,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,agent,map,tourney_type,game_id,match_id,role_agent,total_round,ot,win_lose
Reita,DFM,2,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 4,119567,184475,Initiator,18,No,lose
Suggest,DFM,0,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 4,119567,184475,Sentinel,18,No,lose
Anthem,DFM,2,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 4,119567,184475,Initiator,18,No,lose
Seoldam,DFM,2,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 4,119567,184475,Duelist,18,No,lose
Patt,TLN,3,1,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 4,119569,184476,Initiator,19,No,lose
Sushiboys,TLN,2,0,1,0,0,0,0,0,0,Viper,Split,League Play: Week 4,119569,184476,Controller,19,No,lose
Crws,TLN,1,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 4,119569,184476,Controller,19,No,lose
foxz,TLN,2,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 4,119569,184476,Initiator,19,No,lose
garnetS,TLN,4,0,1,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119569,184476,Duelist,19,No,lose
Bazzi,GES,4,1,1,0,0,0,1,0,0,Skye,Split,League Play: Week 4,119569,184476,Initiator,19,No,win
AYRIN,GES,4,1,0,0,0,0,0,0,0,Viper,Split,League Play: Week 4,119569,184476,Controller,19,No,win
Lightningfast,GES,2,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119569,184476,Duelist,19,No,win
Monyet,GES,1,2,0,1,1,0,0,0,0,Astra,Split,League Play: Week 4,119569,184476,Controller,19,No,win
t3xture,GES,2,1,0,0,0,0,0,0,0,Sage,Split,League Play: Week 4,119569,184476,Sentinel,19,No,win
Patt,TLN,2,1,1,0,2,0,0,0,0,Harbor,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,lose
Sushiboys,TLN,4,1,0,0,0,0,0,0,0,Killjoy,Icebox,League Play: Week 4,119570,184476,Sentinel,24,Yes,lose
Crws,TLN,1,0,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,lose
foxz,TLN,4,0,1,0,1,0,0,0,0,Sova,Icebox,League Play: Week 4,119570,184476,Initiator,24,Yes,lose
garnetS,TLN,6,1,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 4,119570,184476,Duelist,24,Yes,lose
Bazzi,GES,9,1,0,0,0,0,0,0,0,Skye,Icebox,League Play: Week 4,119570,184476,Initiator,24,Yes,win
AYRIN,GES,1,1,0,0,0,0,0,0,0,Harbor,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,win
SkRossi,GES,3,0,1,0,0,0,0,0,0,Jett,Icebox,League Play: Week 4,119570,184476,Duelist,24,Yes,win
Monyet,GES,4,0,0,0,1,0,0,0,0,Viper,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,win
t3xture,GES,4,2,0,0,1,1,0,0,0,Killjoy,Icebox,League Play: Week 4,119570,184476,Sentinel,24,Yes,win
Jinggg,PRX,3,1,0,0,0,0,0,0,0,Sage,Icebox,League Play: Week 5,119572,184477,Sentinel,20,No,lose
mindfreak,PRX,1,1,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 5,119572,184477,Controller,20,No,lose
f0rsakeN,PRX,3,0,1,0,0,0,0,0,0,Sova,Icebox,League Play: Week 5,119572,184477,Initiator,20,No,lose
something,PRX,2,2,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 5,119572,184477,Duelist,20,No,lose
cgrs,PRX,3,0,0,0,0,0,0,0,0,Gekko,Icebox,League Play: Week 5,119572,184477,Initiator,20,No,lose
Bazzi,GES,2,0,0,0,1,0,0,0,0,Skye,Icebox,League Play: Week 5,119572,184477,Initiator,20,No,win
AYRIN,GES,1,1,0,0,0,0,0,0,0,Harbor,Icebox,League Play: Week 5,119572,184477,Controller,20,No,win
SkRossi,GES,5,3,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 5,119572,184477,Duelist,20,No,win
Monyet,GES,1,1,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 5,119572,184477,Controller,20,No,win
t3xture,GES,5,1,1,0,1,1,0,0,0,Killjoy,Icebox,League Play: Week 5,119572,184477,Sentinel,20,No,win
Jinggg,PRX,3,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 5,119573,184477,Duelist,19,No,win
mindfreak,PRX,5,0,1,0,1,1,0,0,0,Astra,Split,League Play: Week 5,119573,184477,Controller,19,No,win
f0rsakeN,PRX,2,0,0,0,1,0,0,0,0,Skye,Split,League Play: Week 5,119573,184477,Initiator,19,No,win
d4v41,PRX,1,3,0,0,0,0,0,0,0,Viper,Split,League Play: Week 5,119573,184477,Controller,19,No,win
something,PRX,3,0,0,0,0,0,0,0,0,Jett,Split,League Play: Week 5,119573,184477,Duelist,19,No,win
Bazzi,GES,2,0,1,0,1,0,0,0,0,Skye,Split,League Play: Week 5,119573,184477,Initiator,19,No,lose
AYRIN,GES,2,2,0,0,0,0,0,0,0,Viper,Split,League Play: Week 5,119573,184477,Controller,19,No,lose
Lightningfast,GES,2,2,0,0,0,0,0,0,0,Raze,Split,League Play: Week 5,119573,184477,Duelist,19,No,lose
Monyet,GES,3,0,0,1,0,0,0,0,0,Astra,Split,League Play: Week 5,119573,184477,Controller,19,No,lose
t3xture,GES,0,0,0,0,0,0,0,0,0,Sage,Split,League Play: Week 5,119573,184477,Sentinel,19,No,lose
Jinggg,PRX,3,2,0,0,0,0,0,0,0,Phoenix,Pearl,League Play: Week 5,119574,184477,Duelist,20,No,win
mindfreak,PRX,0,0,0,0,1,0,0,0,0,Astra,Pearl,League Play: Week 5,119574,184477,Controller,20,No,win
f0rsakeN,PRX,2,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 5,119574,184477,Sentinel,20,No,win
d4v41,PRX,2,1,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 5,119574,184477,Initiator,20,No,win
something,PRX,3,3,1,0,2,0,0,0,0,Jett,Pearl,League Play: Week 5,119574,184477,Duelist,20,No,win
Bazzi,GES,1,0,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 5,119574,184477,Initiator,20,No,lose
AYRIN,GES,3,1,0,0,1,0,0,0,0,Killjoy,Pearl,League Play: Week 5,119574,184477,Sentinel,20,No,lose
SkRossi,GES,4,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 5,119574,184477,Duelist,20,No,lose
WRONSKI,GES,3,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 5,119574,184477,Initiator,20,No,lose
Monyet,GES,5,0,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 5,119574,184477,Controller,20,No,lose
k1Ng,GEN,1,1,0,0,1,0,0,0,0,Killjoy,Haven,League Play: Week 5,119575,184478,Sentinel,20,No,lose
TS,GEN,1,0,1,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119575,184478,Controller,20,No,lose
Sylvan,GEN,1,1,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119575,184478,Initiator,20,No,lose
GodDead,GEN,0,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119575,184478,Initiator,20,No,lose
Meteor,GEN,4,0,1,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119575,184478,Duelist,20,No,lose
stax,DRX,2,2,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 5,119575,184478,Initiator,20,No,win
Rb,DRX,3,3,0,0,1,1,0,0,0,Sova,Haven,League Play: Week 5,119575,184478,Initiator,20,No,win
BuZz,DRX,2,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119575,184478,Sentinel,20,No,win
MaKo,DRX,2,0,1,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119575,184478,Controller,20,No,win
Foxy9,DRX,4,0,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119575,184478,Duelist,20,No,win
k1Ng,GEN,7,1,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 5,119576,184478,Controller,23,No,win
TS,GEN,8,0,0,0,0,0,0,0,0,Omen,Fracture,League Play: Week 5,119576,184478,Controller,23,No,win
eKo,GEN,2,0,1,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119576,184478,Initiator,23,No,win
GodDead,GEN,2,0,0,0,0,0,0,0,0,Kayo,Fracture,League Play: Week 5,119576,184478,Initiator,23,No,win
Meteor,GEN,1,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119576,184478,Duelist,23,No,win
stax,DRX,0,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119576,184478,Initiator,23,No,lose
Rb,DRX,1,2,0,0,0,1,0,0,0,Neon,Fracture,League Play: Week 5,119576,184478,Duelist,23,No,lose
BuZz,DRX,3,1,0,0,0,1,0,0,0,Killjoy,Fracture,League Play: Week 5,119576,184478,Sentinel,23,No,lose
MaKo,DRX,3,2,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 5,119576,184478,Controller,23,No,lose
Foxy9,DRX,3,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119576,184478,Duelist,23,No,lose
k1Ng,GEN,3,0,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 5,119577,184478,Controller,17,No,lose
TS,GEN,0,1,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 5,119577,184478,Controller,17,No,lose
Sylvan,GEN,4,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 5,119577,184478,Initiator,17,No,lose
GodDead,GEN,3,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 5,119577,184478,Initiator,17,No,lose
Meteor,GEN,1,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 5,119577,184478,Duelist,17,No,lose
stax,DRX,1,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 5,119577,184478,Initiator,17,No,win
Rb,DRX,1,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 5,119577,184478,Controller,17,No,win
BuZz,DRX,3,4,0,0,0,1,0,0,0,Killjoy,Pearl,League Play: Week 5,119577,184478,Sentinel,17,No,win
MaKo,DRX,2,0,0,0,1,1,0,0,0,Viper,Pearl,League Play: Week 5,119577,184478,Controller,17,No,win
Foxy9,DRX,1,1,0,0,0,1,0,0,0,Jett,Pearl,League Play: Week 5,119577,184478,Duelist,17,No,win
xeta,T1,4,0,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 5,119578,184479,Initiator,22,No,win
Munchkin,T1,5,2,1,0,1,1,0,0,0,Killjoy,Haven,League Play: Week 5,119578,184479,Sentinel,22,No,win
Sayaplayer,T1,6,0,0,0,1,0,0,0,0,Jett,Haven,League Play: Week 5,119578,184479,Duelist,22,No,win
ban,T1,2,0,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119578,184479,Controller,22,No,win
Carpe,T1,4,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119578,184479,Initiator,22,No,win
xffero,RRQ,4,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119578,184479,Initiator,22,No,lose
fl1pzjder,RRQ,0,1,0,0,0,1,0,0,0,Breach,Haven,League Play: Week 5,119578,184479,Initiator,22,No,lose
EJAY,RRQ,2,2,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119578,184479,Duelist,22,No,lose
Lmemore,RRQ,2,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119578,184479,Sentinel,22,No,lose
2ge,RRQ,1,2,0,0,1,0,0,0,0,Astra,Haven,League Play: Week 5,119578,184479,Controller,22,No,lose
xeta,T1,0,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119579,184479,Initiator,17,No,win
Munchkin,T1,3,2,1,0,1,1,0,0,0,Killjoy,Fracture,League Play: Week 5,119579,184479,Sentinel,17,No,win
Sayaplayer,T1,2,0,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119579,184479,Duelist,17,No,win
ban,T1,3,0,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 5,119579,184479,Duelist,17,No,win
Carpe,T1,3,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 5,119579,184479,Controller,17,No,win
xffero,RRQ,0,1,0,0,0,0,0,0,0,Astra,Fracture,League Play: Week 5,119579,184479,Controller,17,No,lose
fl1pzjder,RRQ,3,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119579,184479,Initiator,17,No,lose
EJAY,RRQ,3,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119579,184479,Duelist,17,No,lose
Lmemore,RRQ,1,0,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 5,119579,184479,Controller,17,No,lose
Emman,RRQ,1,0,0,0,0,0,0,0,0,Kayo,Fracture,League Play: Week 5,119579,184479,Initiator,17,No,lose
BORKUM,TS,4,0,0,0,1,0,0,0,0,Omen,Ascent,League Play: Week 5,119581,184480,Controller,24,Yes,win
JessieVash,TS,3,2,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,win
DubsteP,TS,5,2,0,1,0,0,0,0,0,Jett,Ascent,League Play: Week 5,119581,184480,Duelist,24,Yes,win
Jremy,TS,1,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 5,119581,184480,Sentinel,24,Yes,win
invy,TS,0,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,win
takej,DFM,1,0,0,0,1,0,0,0,0,Omen,Ascent,League Play: Week 5,119581,184480,Controller,24,Yes,lose
Suggest,DFM,1,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 5,119581,184480,Sentinel,24,Yes,lose
Anthem,DFM,3,0,0,0,1,0,0,0,0,Sova,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,lose
xnfri,DFM,3,0,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,lose
Seoldam,DFM,4,1,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 5,119581,184480,Duelist,24,Yes,lose
BORKUM,TS,4,2,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119582,184480,Controller,21,No,win
JessieVash,TS,1,1,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 5,119582,184480,Initiator,21,No,win
DubsteP,TS,2,0,1,0,0,1,0,0,0,Killjoy,Haven,League Play: Week 5,119582,184480,Sentinel,21,No,win
Jremy,TS,2,1,2,0,1,0,0,0,0,Raze,Haven,League Play: Week 5,119582,184480,Duelist,21,No,win
invy,TS,3,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119582,184480,Initiator,21,No,win
takej,DFM,5,1,0,0,1,0,0,0,0,Omen,Haven,League Play: Week 5,119582,184480,Controller,21,No,lose
Suggest,DFM,4,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119582,184480,Sentinel,21,No,lose
Anthem,DFM,1,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119582,184480,Initiator,21,No,lose
xnfri,DFM,1,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119582,184480,Initiator,21,No,lose
Seoldam,DFM,4,2,0,1,0,0,0,0,0,Jett,Haven,League Play: Week 5,119582,184480,Duelist,21,No,lose
Dep,ZETA,1,2,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119584,184481,Duelist,21,No,lose
Laz,ZETA,2,1,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119584,184481,Initiator,21,No,lose
crow,ZETA,3,2,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119584,184481,Initiator,21,No,lose
TENNN,ZETA,2,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119584,184481,Sentinel,21,No,lose
SugarZ3ro,ZETA,2,1,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119584,184481,Controller,21,No,lose
Patt,TLN,1,1,1,0,0,0,0,0,0,Raze,Haven,League Play: Week 5,119584,184481,Duelist,21,No,win
Sushiboys,TLN,2,4,0,0,2,0,0,0,0,Killjoy,Haven,League Play: Week 5,119584,184481,Sentinel,21,No,win
Crws,TLN,3,1,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119584,184481,Controller,21,No,win
foxz,TLN,6,0,0,0,0,1,0,0,0,Skye,Haven,League Play: Week 5,119584,184481,Initiator,21,No,win
JitBoyS,TLN,3,1,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 5,119584,184481,Initiator,21,No,win
Dep,ZETA,2,0,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 5,119585,184481,Duelist,30,Yes,lose
Laz,ZETA,9,1,1,0,1,1,0,0,0,Sova,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,lose
crow,ZETA,2,2,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,lose
TENNN,ZETA,0,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 5,119585,184481,Sentinel,30,Yes,lose
SugarZ3ro,ZETA,6,1,0,0,0,1,0,0,0,Omen,Ascent,League Play: Week 5,119585,184481,Controller,30,Yes,lose
Patt,TLN,5,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,win
Crws,TLN,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 5,119585,184481,Controller,30,Yes,win
foxz,TLN,3,0,0,0,0,1,0,0,0,Sova,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,win
JitBoyS,TLN,5,0,1,0,1,1,0,0,0,Cypher,Ascent,League Play: Week 5,119585,184481,Sentinel,30,Yes,win
garnetS,TLN,7,0,0,0,1,0,0,0,0,Jett,Ascent,League Play: Week 5,119585,184481,Duelist,30,Yes,win
xeta,T1,5,1,0,0,0,0,0,0,0,Harbor,Lotus,League Play: Week 6,119587,184482,Controller,22,No,win
Munchkin,T1,4,1,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119587,184482,Sentinel,22,No,win
Sayaplayer,T1,3,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119587,184482,Duelist,22,No,win
ban,T1,2,2,0,0,0,0,0,0,0,Viper,Lotus,League Play: Week 6,119587,184482,Controller,22,No,win
Carpe,T1,4,0,0,0,1,0,0,0,0,Skye,Lotus,League Play: Week 6,119587,184482,Initiator,22,No,win
takej,DFM,5,1,0,0,0,0,0,0,0,Viper,Lotus,League Play: Week 6,119587,184482,Controller,22,No,lose
Suggest,DFM,1,1,0,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119587,184482,Sentinel,22,No,lose
Anthem,DFM,1,2,1,0,0,0,0,0,0,Skye,Lotus,League Play: Week 6,119587,184482,Initiator,22,No,lose
xnfri,DFM,1,0,1,0,0,0,0,0,0,Omen,Lotus,League Play: Week 6,119587,184482,Controller,22,No,lose
Seoldam,DFM,3,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119587,184482,Duelist,22,No,lose
xeta,T1,4,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119588,184482,Controller,22,No,lose
Munchkin,T1,4,0,1,0,0,2,0,0,0,Skye,Split,League Play: Week 6,119588,184482,Initiator,22,No,lose
Sayaplayer,T1,2,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119588,184482,Duelist,22,No,lose
ban,T1,3,2,1,0,1,0,0,0,0,Jett,Split,League Play: Week 6,119588,184482,Duelist,22,No,lose
Carpe,T1,1,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119588,184482,Controller,22,No,lose
takej,DFM,3,3,1,0,1,0,0,0,0,Omen,Split,League Play: Week 6,119588,184482,Controller,22,No,win
Suggest,DFM,5,0,0,0,0,0,0,0,0,Sage,Split,League Play: Week 6,119588,184482,Sentinel,22,No,win
Anthem,DFM,3,0,0,0,0,0,0,0,0,Cypher,Split,League Play: Week 6,119588,184482,Sentinel,22,No,win
xnfri,DFM,3,0,2,0,1,0,0,0,0,Skye,Split,League Play: Week 6,119588,184482,Initiator,22,No,win
Seoldam,DFM,1,1,0,0,0,0,0,0,0,Jett,Split,League Play: Week 6,119588,184482,Duelist,22,No,win
xeta,T1,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119589,184482,Initiator,23,No,win
Munchkin,T1,1,0,1,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 6,119589,184482,Sentinel,23,No,win
Sayaplayer,T1,3,2,1,0,1,0,0,0,0,Raze,Fracture,League Play: Week 6,119589,184482,Duelist,23,No,win
ban,T1,3,3,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 6,119589,184482,Duelist,23,No,win
Carpe,T1,1,2,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119589,184482,Controller,23,No,win
takej,DFM,0,2,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 6,119589,184482,Controller,23,No,lose
Suggest,DFM,2,3,1,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 6,119589,184482,Sentinel,23,No,lose
Anthem,DFM,0,1,0,0,0,0,0,0,0,Skye,Fracture,League Play: Week 6,119589,184482,Initiator,23,No,lose
xnfri,DFM,2,0,0,0,0,1,0,0,0,Brimstone,Fracture,League Play: Week 6,119589,184482,Controller,23,No,lose
Seoldam,DFM,5,0,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 6,119589,184482,Duelist,23,No,lose
Dep,ZETA,6,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119590,184483,Duelist,22,No,win
Laz,ZETA,4,0,0,0,1,0,0,0,0,Skye,Split,League Play: Week 6,119590,184483,Initiator,22,No,win
crow,ZETA,2,1,0,0,1,0,0,0,0,Kayo,Split,League Play: Week 6,119590,184483,Initiator,22,No,win
TENNN,ZETA,2,2,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119590,184483,Controller,22,No,win
SugarZ3ro,ZETA,3,1,1,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119590,184483,Controller,22,No,win
BORKUM,TS,2,1,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119590,184483,Controller,22,No,lose
JessieVash,TS,3,0,0,0,1,0,0,0,0,Breach,Split,League Play: Week 6,119590,184483,Initiator,22,No,lose
DubsteP,TS,2,0,1,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119590,184483,Controller,22,No,lose
Jremy,TS,3,2,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119590,184483,Duelist,22,No,lose
invy,TS,2,0,1,0,0,0,0,0,0,Skye,Split,League Play: Week 6,119590,184483,Initiator,22,No,lose
Dep,ZETA,5,0,0,0,0,0,0,0,0,Raze,Lotus,League Play: Week 6,119591,184483,Duelist,23,No,lose
Laz,ZETA,3,0,0,0,1,0,0,0,0,Skye,Lotus,League Play: Week 6,119591,184483,Initiator,23,No,lose
crow,ZETA,3,1,1,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119591,184483,Sentinel,23,No,lose
TENNN,ZETA,1,0,0,0,0,0,0,0,0,Viper,Lotus,League Play: Week 6,119591,184483,Controller,23,No,lose
SugarZ3ro,ZETA,3,3,0,0,0,1,0,0,0,Omen,Lotus,League Play: Week 6,119591,184483,Controller,23,No,lose
BORKUM,TS,4,3,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 6,119591,184483,Controller,23,No,win
JessieVash,TS,2,0,1,0,1,0,0,0,0,Sova,Lotus,League Play: Week 6,119591,184483,Initiator,23,No,win
DubsteP,TS,3,1,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119591,184483,Duelist,23,No,win
Jremy,TS,5,0,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119591,184483,Sentinel,23,No,win
invy,TS,1,3,0,0,0,0,0,0,0,Breach,Lotus,League Play: Week 6,119591,184483,Initiator,23,No,win
Dep,ZETA,4,3,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119592,184483,Duelist,22,No,win
Laz,ZETA,2,2,1,0,0,0,0,0,0,Fade,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,win
crow,ZETA,1,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,win
TENNN,ZETA,4,0,0,0,0,1,0,0,0,Killjoy,Fracture,League Play: Week 6,119592,184483,Sentinel,22,No,win
SugarZ3ro,ZETA,2,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119592,184483,Controller,22,No,win
BORKUM,TS,1,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119592,184483,Controller,22,No,lose
JessieVash,TS,3,0,0,0,1,0,0,0,0,Fade,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,lose
DubsteP,TS,1,0,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 6,119592,184483,Sentinel,22,No,lose
Jremy,TS,2,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119592,184483,Duelist,22,No,lose
invy,TS,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,lose
Bazzi,GES,1,0,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,win
AYRIN,GES,3,1,0,0,1,0,0,0,0,Kayo,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,win
SkRossi,GES,4,1,1,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119593,184484,Duelist,21,No,win
Monyet,GES,1,1,0,0,1,0,0,0,0,Astra,Pearl,League Play: Week 6,119593,184484,Controller,21,No,win
t3xture,GES,3,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119593,184484,Sentinel,21,No,win
k1Ng,GEN,3,1,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 6,119593,184484,Controller,21,No,lose
TS,GEN,2,0,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 6,119593,184484,Controller,21,No,lose
Sylvan,GEN,4,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,lose
GodDead,GEN,0,1,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,lose
Meteor,GEN,4,2,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119593,184484,Duelist,21,No,lose
Bazzi,GES,2,0,0,0,0,0,0,0,0,Skye,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,win
AYRIN,GES,2,2,0,0,0,0,0,0,0,Kayo,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,win
SkRossi,GES,2,1,1,1,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119594,184484,Duelist,21,No,win
Monyet,GES,5,1,0,0,1,0,0,0,0,Omen,Lotus,League Play: Week 6,119594,184484,Controller,21,No,win
t3xture,GES,2,0,1,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119594,184484,Sentinel,21,No,win
k1Ng,GEN,1,1,0,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119594,184484,Sentinel,21,No,lose
TS,GEN,4,0,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 6,119594,184484,Controller,21,No,lose
Sylvan,GEN,2,0,0,0,0,0,0,0,0,Fade,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,lose
GodDead,GEN,3,1,0,0,0,0,0,0,0,Kayo,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,lose
